id,name_cn,rank,total,total_score,prob_score,simp_score,conf_score
295001,Overflow,5775,944,-196886,-1751.7856,-3059,-16186.1088
295009,我和吸铁石和一个死去的朋友,1940,52,-1061,0.6749,9,-116.3305
295017,回复术士的重来人生,5769,5375,-688292,-1482.0358,-2725,-26300.6861
295048,美少年侦探团,2170,826,17679,1038.905,1916,5142.7084
295090,星之梦～雪圏球～,1495,774,60008,1960.9595,3159,10651.418
295192,ピンクバレンタイン,3519,164,0,0.0,0,0.0
295195,SHOW BY ROCK!! Mashumairesh!!,2827,236,-12141,-124.2821,-312,-1179.6666
295263,人妻、蜜与肉,7519,99,-46903,-2169.4485,-2630,-9823.1871
295318,名侦探柯南 绯色的子弹,7238,1241,-378839,-3351.9591,-5183,-30769.2552
295331,キスハグ,6903,139,-48860,-1830.2044,-2742,-9064.3077
295421,排球少年 TO THE TOP 第二期,558,1323,221582,3150.4383,5040,23460.8148
295615,Rebirth,5761,61,-32021,-1409.971,-2239,-6561.1673
295707,社长，战斗时间到！,7518,376,-196677,-3538.2414,-5000,-23931.6797
295766,花样滑冰stars,7589,205,-94638,-2761.5303,-3935,-15253.143
295778,乔西的虎与鱼,3962,1524,-137616,-356.0193,-634,-6858.6468
295862,催眠麦克风,7337,339,-120749,-2752.8098,-3955,-16847.9436
295870,愛聖天使ラブメアリー ～悪性受胎～ THE ANIMATION,7561,135,-59906,-2356.1765,-3184,-11461.2661
295884,小书痴的下克上～为了成为图书管理员而不择手段～ 第2部,2348,1094,47103,1562.0641,2463,8665.1687
295918,剧场版 妄想学生会2,1235,894,77874,1966.696,3076,11722.0849
296076,租借女友,6610,3279,-569611,-1977.0297,-3569,-27477.8401
296078,养猫养狗每天很开心,3239,256,-20562,-120.6885,-243,-1737.6403
296079,破晓之翼,1119,520,73863,2138.7055,3675,11814.1164
296109,国王排名,7442,4044,-825857,-3377.8482,-5889,-42809.3268
296124,哥哥，早上起床之前都要抱紧我哦！,5800,271,-42020,-1000.7847,-1602,-5993.1312
296129,小书痴的下克上 为了成为图书管理员而不择手段 外传,3203,428,-28523,155.4274,216,-1066.7995
296151,偶像荣耀,2773,1007,-39156,90.7607,286,-1265.9374
296195,Re：从零开始的异世界生活 新编集版,638,2706,181133,2151.7546,3950,17328.0012
296211,淫妖虫 悦 怪乐变化退魔录,5921,143,0,0.0,0,0.0
296212,超昂闪忍遥,6067,175,0,0.0,0,0.0
296213,燐月 リンゲツ THE ANIMATION,4764,224,0,0.0,0,0.0
296261,新石纪 STONE WARS,2377,2424,-21652,1062.3094,1881,5063.411
296287,哆啦A梦：伴我同行2,4321,384,-48402,-753.5032,-1422,-5532.5811
296295,BanG Dream! 少女乐团派对！☆PICO～大份～,1830,545,-2598,312.684,592,1130.8056
296308,心理测量者3 FIRST INSPECTOR,3073,964,-28837,1062.6479,1530,3053.948
296309,烟囱小镇的普佩尔,6153,115,-41716,-1400.2662,-2251,-7317.5855
296367,SSSS.电光机王,1009,6070,375832,2954.0847,4866,29033.943
296659,Love Live! 虹咲学园校园偶像同好会,676,3327,313635,3020.6889,4964,26100.297
296678,玛露露库的日常,2404,849,-4909,1236.5729,2061,4826.0987
296739,冰海战记 第二季,209,1381,146963,2366.4567,3738,16378.5345
296795,中之人基因组【实况中】 OAD,6316,210,-85568,-2122.4131,-3361,-12570.0766
296798,刀使巫女 刻印一闪的灯火 OVA,6066,142,-64521,-1744.7335,-2774,-10069.0086
296820,食戟之灵 豪之皿,6587,975,-274395,-2048.3844,-3420,-20803.6978
296870,我们的重制人生,5319,3137,-417554,-1456.3355,-2584,-20023.0121
296875,境界触发者 第二季,551,462,85049,2139.2689,3887,12590.1895
296941,怪物事变,4267,1545,-151662,-204.3982,-449,-6795.2886
296980,勇者斗恶龙 达伊的大冒险,1039,252,31060,1183.6409,2198,5847.7131
297022,忧国的莫里亚蒂,4232,1013,-97593,-477.099,-887,-6270.2452
297088,虚构推理 迷你动画,6117,179,-75665,-2226.4665,-3456,-12250.2888
297094,Healin' Good ? 光之美少女,4472,146,-35217,-1088.8896,-1988,-5926.0775
297168,碧蓝航线：微速前行！,3936,948,-105094,-638.1255,-1158,-7454.3231
297195,偷窥女友,7053,123,-43107,-1724.8474,-2579,-8314.8138
297208,文豪与炼金术师 ～审判的齿轮～,6278,122,-38252,-1451.6907,-2444,-7181.6307
297224,BEASTARS 2nd Season,3251,2458,-96968,903.1527,1549,1949.1185
297225,喜欢本大爷的竟然就你一个？～我们的比赛结束～,4313,725,-97909,-833.6059,-1494,-8065.8834
297254,剃须。然后捡到女高中生。,7314,2813,-687596,-3611.4057,-5847,-40621.3765
297261,高达创形者 再起 2nd Season,628,741,90592,2082.2891,3830,12654.8223
297315,我失去了身体,1762,54,0,0.0,0,0.0
297318,电影 光之美少女 Miracle Leap 与大家不可思议的一天,2908,56,-1467,33.1722,-44,-95.2578
297340,铁路浪漫谭,7307,252,-134689,-3102.1224,-4315,-18922.5022
297342,炎炎消防队 二之章,4032,1195,-129045,-291.524,-516,-6671.8189
297344,厨神小当家 续篇,7193,162,-76916,-2493.2383,-3643,-13216.542
297361,开挂药师的异世界悠闲生活～在异世界开药店吧～,7062,785,-254667,-3120.4182,-4960,-24671.0068
297370,苍之骑士团,7109,233,-100524,-2467.6472,-3820,-14683.6342
297396,BACK ARROW,626,3084,335849,3381.0251,5619,28919.2025
297456,这如果叫作爱情 感觉会很恶心,6336,767,-157307,-1909.4283,-3344,-15144.6987
297591,自宅警備員2,6839,231,-52085,-1592.3435,-2593,-8591.9926
297624,熊熊勇闯异世界,6857,1530,-411770,-2911.2228,-4511,-29262.3116
297758,有药,3009,52,-2825,-156.6287,-279,-658.4897
297954,致不灭的你,4242,2809,-277794,-461.1346,-769,-11108.7759
297969,寒蝉鸣泣之时 业,2579,2147,20142,1418.048,2527,8157.8823
298070,非人哉 第三部分,1740,230,3714,522.6139,902,1767.0619
298119,剧场版 精灵宝可梦：可可,2870,304,-12588,188.8966,215,-282.9364
298219,ピンクバレンタイン,3519,164,0,0.0,0,0.0
298451,数码宝贝大冒险：,6426,354,-94709,-1901.096,-3383,-12386.6175
298462,巨乳プリンセス催眠,6612,227,-55143,-1722.6492,-2809,-9212.3138
298477,来自深渊 烈日的黄金乡,99,6253,939097,4829.7396,7065,54676.8651
298525,镇魂街 第二季,6573,209,-42303,-1223.3516,-1860,-6749.4243
298695,功夫兔与菜包狗 第二季,3144,55,-4276,-241.6993,-419,-998.4156
298698,记录的地平线 圆桌崩坏,3042,1395,-71330,532.5524,976,-460.6875
298707,色情教団,6115,240,-43592,-1318.1698,-2277,-7145.7886
298718,富豪刑事 Balance:UNLIMITED,6171,1043,-215285,-1741.9748,-2957,-16846.8136
298730,神田川JET GIRLS -从现在起东京女子宣传-,6772,79,-54181,-2285.4184,-3044,-10790.9615
298734,猎魔人：狼之噩梦,3010,127,-12197,-278.478,-631,-1795.3571
299202,想哭的我戴上了猫的面具,5360,1736,-247385,-908.8423,-1561,-13297.9852
299271,即使明天世界终结,6837,307,0,0.0,0,0.0
299277,马男波杰克6 下,507,100,12529,734.6283,1351,2973.0297
299372,D4DJ First Mix,3712,249,-8699,155.9244,251,-109.7901
299434,腐界に眠る王女のアバドーン THE ANIMATION,4524,81,-7201,-365.9537,-584,-1588.5445
299498,宇崎学妹想要玩！,5943,2145,-374426,-1614.0774,-2754,-20703.1913
299532,欧尔麦特：崛起,7430,55,-29197,-1642.3507,-2150,-6799.336
299579,ピンクバレンタイン,3519,164,-17601,-171.1814,-450,-1880.9963
299673,转生史莱姆日记,3690,1832,-171269,-291.4839,-496,-7811.7899
299705,欢迎来到妖魔娼馆！,6483,205,-43093,-1363.2066,-2171,-7255.2925
299709,MARS RED,5664,461,-108498,-1590.5355,-2637,-11854.3628
300685,被神捡到的男人,7531,904,-377507,-4263.3284,-5841,-34826.7454
300839,神之塔,4276,1713,-151588,-405.9896,-741,-7479.7777
300865,被我的手指扰乱吧。~在闭店后二人独处的沙龙…~,7143,189,-100474,-3069.0419,-4434,-16661.2033
300919,蜡笔小新 激突！涂鸦王国与四位勇者,1957,121,0,0.0,0,0.0
301229,剧场版 精灵宝可梦：可可,2870,304,0,0.0,0,0.0
301230,崩坏3 天穹流星,2730,129,-9641,-201.6017,-517,-1372.306
301233,One Room 第三季,2137,1956,25498,1344.0324,2130,7608.6935
301369,战翼的希格德莉法,5877,858,-198308,-1846.837,-3167,-16531.215
301462,你是彼方,7630,158,-99474,-3327.9794,-3990,-17318.8867
301469,我立于百万生命之上,6693,1852,-422305,-2525.4028,-4405,-27379.9731
301541,总之就是非常可爱,5424,4466,-590537,-1506.1457,-2655,-24219.4012
301601,里世界郊游,6653,1088,-281938,-2282.0553,-3908,-21913.2507
301740,入间同学入魔了 第二季,3181,1119,-67861,-97.7639,-104,-3304.2497
302076,全员恶玉,7496,2836,-765983,-3589.6433,-5798,-43179.6027
302128,约会大作战 第四季,4064,1989,-201591,-582.3241,-1054,-10158.3275
302189,86 -不存在的战区-,1221,6226,121349,1597.2139,2851,13856.1938
302190,派遣战斗员！,5552,2215,-338044,-1420.2484,-2400,-18521.6069
302228,BanG Dream! FILM LIVE 2nd Stage,1122,143,27998,1130.9703,1817,5451.0236
302286,死神 千年血战篇,235,2169,279700,3493.7389,5754,27181.1904
302293,龙与魔女,1774,2870,106906,2029.5713,3534,15143.8407
302372,请问您今天要来点兔子吗？BLOOM,563,2490,0,0.0,0,0.0
302373,剧场版 黄金拼图 谢谢你!!,1421,420,34628,1057.5696,1806,5844.4846
302418,无能的奈奈,2381,3335,29684,1340.415,2338,8682.7624
302523,关于我转生变成史莱姆这档事 第二季 2,6101,2760,-498621,-1912.5019,-3376,-25744.5256
302572,Fate/Grand Order -终局特异点 冠位时间神殿所罗门-,6981,949,-238190,-2206.0245,-3695,-19942.9351
302639,七大罪 愤怒的审判,7395,410,-186960,-3172.1019,-4689,-22055.6214
302738,偶像大师 灰姑娘女孩剧场 Extra Stage,3084,73,-12763,-447.4922,-823,-2321.9602
302766,因为太怕痛就全点防御力了。2,6596,1287,-267202,-2346.8126,-3770,-21512.4202
302767,普通攻击是全体攻击而且能二次攻击的妈妈你喜欢吗？ OVA,7425,357,-186547,-3508.463,-4997,-23401.9004
302797,WIXOSS DIVA(A)LIVE,7011,114,-58406,-2073.2976,-2970,-10575.4667
302802,SHOW BY ROCK!! STARS!!,3550,179,-24627,-591.6455,-1020,-3543.9373
302875,魔法纪录 魔法少女小圆外传 2nd SEASON -觉醒前夜-,6323,1686,-366735,-1965.1915,-3452,-22860.6897
302933,淫毛,7512,99,-44103,-2105.6477,-2613,-9399.5812
303068,舞伎家的料理人,2564,358,-6962,207.9319,257,346.3189
303126,剧场版 异世界四重奏 ～Another World～,3689,269,-26364,-324.8911,-451,-2816.5161
303157,小碧蓝幻想！,5179,237,-65371,-1433.487,-2539,-9011.1151
303172,魔术士奥芬的无赖之旅 基姆拉克篇,6697,83,-44073,-1874.5319,-2815,-8820.3679
303195,东京猫猫 NEW～?,7356,156,-65123,-2260.9128,-3334,-11583.9824
303399,我的英雄学院 第五季,7564,475,-144381,-2429.7148,-4314,-16838.5204
303864,异世界魔王与召唤少女的奴隶魔术OMEGA,6688,1373,-334914,-2310.2847,-3766,-23781.0693
304051,歌舞伎町夏洛克 OVA,4876,64,-21321,-955.9399,-1503,-4406.1201
304065,工作细胞BLACK,1910,3167,88752,2077.6441,3498,14446.4398
304087,水星领航员 The CREPUSCOLO,463,407,118378,3067.7176,4837,17730.3942
304150,埃及神明们的日常,5438,174,-43065,-1389.7582,-2428,-7358.8335
304183,别册奥林匹克之环,4231,77,-13706,-578.5658,-1117,-2747.3983
304216,屈辱2 The Animation,7002,139,-47498,-1804.373,-2721,-8885.7978
304301,大理寺日志 定格动画小剧场,3772,108,-16504,-604.9826,-1001,-3062.0404
304319,现实主义勇者的王国再建记,7150,1646,-470890,-3203.6611,-5188,-32735.621
304727,攻壳机动队 SAC_2045 第二季,2587,552,4501,1009.594,1839,3951.9771
304827,天地创造设计部,4724,1301,-145789,-671.9159,-1207,-8893.0267
305058,BanG Dream! Episode of Roselia Ⅰ : 约定,4255,213,-37428,-767.6988,-1255,-4929.1341
305059,剧场版 BanG Dream! Poppin'Dream！,2630,141,-9417,-167.8066,-343,-1189.8552
305111,磔（ハリツケ）,7472,85,-34791,-1729.5194,-2347,-7578.6627
305114,攀岩！ -Sport Climbing Girls-,6363,456,-136771,-1896.4924,-3293,-14500.2994
305190,助っ人参上!! THE ANIMATION,6212,153,-40532,-1533.7501,-2338,-7567.7516
305193,毕业○○电车,7633,88,-43439,-2181.9604,-2459,-9516.8637
305195,向着小小的花蕾的深处……,6156,208,-40743,-1342.7406,-1980,-6982.1673
305390,女神宿舍的宿管君。,6673,1471,-351160,-2444.5285,-4136,-24932.8815
305411,东京七姐妹 我们化作青空,4926,83,-27760,-1116.0439,-1868,-5379.4108
305511,高校之神,6203,839,-198038,-1964.7247,-3555,-17102.8693
305515,雾山五行,645,2752,239186,3099.9704,4983,24082.0215
305569,咏梅,3447,127,-14499,-276.7263,-572,-1998.4397
305579,吸血鬼马上死,4219,637,-74929,-748.0876,-1329,-6653.6225
305621,王之逆袭：意志的继承者,6515,134,-63915,-1929.9196,-3083,-10543.0979
305660,千从狩,3963,86,-7083,-300.0477,-623,-1424.2086
305740,义姐是不良妈妈哺乳中,2056,597,734,197.9208,387,925.5788
305741,ヤリチン家庭教師ネトリ報告～ドスケベ巨乳母娘丼～,5957,235,-48350,-1473.8291,-2346,-7964.0944
306147,只有我进入的隐藏地下城,7559,1432,-561737,-4519.9084,-6267,-42785.0632
306193,半妖的夜叉姬,7574,488,-206324,-3756.4958,-5188,-25382.0249
306210,外星也难民 第一季,1538,145,3771,380.9344,683,1302.4539
306429,成神之日,7639,4403,-1415031,-5480.5053,-7275,-70728.8411
306559,终末的后宫,7383,1210,-397728,-3496.1047,-5446,-32152.2452
306614,第一次的人妻,5191,249,-37210,-1169.7242,-1997,-6203.7148
306659,异世界后宫物语,5378,278,-31068,-781.5598,-1272,-4531.5403
306660,直到夏天结束 The Animation,7216,143,-56818,-2040.3175,-3181,-10314.6145
306668,装煌聖姫イースフィア ?淫虐の洗脳改造?,7235,88,-29159,-1466.1375,-2114,-6392.6431
306742,Love Live! Superstar!!,3886,3562,-205954,326.0545,749,-3855.1976
306876,全职法师 第四季,5490,56,-7783,-461.7889,-735,-1862.721
306971,剧场版 Fate/kaleid liner 魔法少女☆伊莉雅 Licht 无名的少女,4549,538,-73829,-152.5791,-165,-4603.5192
306993,巨人族的新娘,7489,143,-72333,-2843.5859,-3650,-13810.044
307032,斗罗大陆 第四部分 铅华洗净,5710,127,-26123,-1031.1025,-1740,-4979.5398
307033,斗罗大陆 第五部分 小舞诀别,5711,120,-21402,-866.9618,-1497,-4139.9348
307047,新神榜：哪吒重生,5785,288,-55080,-1223.8335,-2179,-7628.8522
307088,斗罗大陆 第七部分 瀚海乾坤,5083,122,-21065,-884.1889,-1626,-4157.3794
307290,绝望粉碎少女∞亚米妲,3864,81,-15530,-462.8142,-794,-2629.5013
307356,セクフレ幼馴染～処女と童貞は恥ずかしいってみんなが言うから～ THE ANIMATION,6605,98,-28284,-1341.1321,-1926,-5984.563
307378,自称贤者弟子的贤者,7615,1077,-434200,-4650.936,-5975,-38568.6449
307925,剧场版 BEM ～BECOME HUMAN～,4706,116,-34995,-1079.4119,-2107,-5884.3955
307978,支配的讲台,6359,123,-29180,-1230.1655,-1914,-5774.988
307982,星辰变 第三季,3205,52,-6170,-373.5191,-650,-1496.196
307995,风雨廊桥,920,224,26841,1296.4262,2360,5759.725
308025,战双帕尼尼,4844,105,-15914,-726.4639,-1095,-3289.9764
308028,请吃红小豆吧！ 第四季,2995,75,-6382,-277.5727,-505,-1302.4676
308280,NESCAF? 香港,5300,152,-36665,-916.0311,-1525,-5512.422
308545,非人哉 第四部分,2556,164,-2708,195.8074,258,286.0604
308558,通灵王,6945,273,-98018,-2336.0845,-3645,-14131.2278
308588,伊甸星原,4503,621,-83116,-856.5831,-1536,-7474.0635
308793,通灵王,6945,273,0,0.0,0,0.0
308826,大王不高兴 第二季,5239,52,-10763,-682.0056,-953,-2669.4013
308936,东京复仇者,7092,708,-184160,-2605.8512,-4294,-19258.4884
308961,文豪野犬 汪！,3631,348,-51913,-762.8771,-1339,-5759.5399
308968,セフレ学園,7250,54,-20535,-1230.3902,-1706,-4946.8412
308997,忍者收藏,7258,83,-53352,-2456.0656,-3113,-11154.0354
309002,银魂 THE SEMI-FINAL,2128,194,-2803,290.849,483,649.7283
309056,转生成为了只有乙女游戏破灭Flag的邪恶大小姐X,5630,1915,-337488,-1533.142,-2600,-19423.4063
309300,美妙世界,7103,245,-107417,-2678.6239,-4006,-15864.7887
309311,赛博浪客,124,11213,1186557,4609.903,6873,59188.0506
309331,搏斗运动员们 大运动会 重启！,7376,74,-46458,-2210.1757,-2907,-9892.7723
309600,武动乾坤 第二季,4092,51,-8193,-495.987,-848,-1986.673
309668,异世界迷宫黑心企业,3670,3448,-203831,236.2453,509,-4331.5664
309670,关于前辈很烦人的事,2946,2518,-100270,558.2863,989,-244.1113
309753,不要欺负我，长瀞同学,5145,1359,-179291,-995.6037,-1662,-11687.082
309773,崩坏3 罪人挽歌,3353,124,-12936,-394.3046,-853,-2157.6513
309792,三角窗外是黑夜,6388,170,-45521,-1472.4664,-2309,-7817.5054
309793,弩级战队HXEROS HXEROS的日常 OAD,6250,238,-91331,-2097.068,-3465,-12852.8894
309869,工作细胞！！最强之敌再临，体内'肠道'大骚动！,5668,250,-71279,-1592.7101,-2652,-9921.315
309905,EVANGELION 超·现实,2654,194,-7199,280.9515,362,242.4706
309910,阿松 第三季,2386,455,-4048,576.669,942,1879.9954
309921,灼热卡巴迪,5169,121,-34866,-1232.0138,-2146,-6267.5033
309937,狐妖小红娘 沐天城篇,3874,159,-20832,-615.0836,-1058,-3395.0818
310139,学园系过激按摩 今日开店！,3187,64,-1257,-29.7297,-1,-200.373
310178,约会大作战 赤黑新章：红或白,6357,1045,-272714,-2177.7516,-3491,-21193.8952
310194,Re：从零开始的休息时间2,4256,361,-59322,-856.9207,-1402,-6550.8492
310263,小书痴的下克上～为了成为图书管理员而不择手段～ 第3部,3184,667,-28123,156.0462,239,-725.0094
310656,进击的巨人 编年史,2959,229,-21635,-298.0026,-630,-2464.49
310659,学园系过激按摩 今日开店！,3187,64,0,0.0,0,0.0
310687,女武神的餐桌 第二季,5088,253,-41126,-997.0183,-1926,-5934.8521
310950,世界魔女 起飞！,5170,244,-73248,-1443.0455,-2371,-9528.0825
310994,天使的心跳！,835,14428,0,0.0,0,0.0
311153,乘风归,2834,66,-7217,-306.0174,-517,-1457.4631
311310,海贼王女,7380,730,-295549,-3679.374,-5494,-28925.5679
311528,村又的秘密,6853,83,-25918,-1305.7197,-1904,-5670.2283
311532,琥珀色のハンター THE ANIMATION,5934,221,-34676,-1137.5992,-1802,-5960.966
311600,试着用土下座来拜托她们吧,7502,455,-222724,-3686.9588,-5463,-25827.4061
311615,如果烧陶的话也做个马克杯吧,6553,405,-125513,-2029.2171,-3292,-14422.7928
311724,灵笼 中章,3405,692,-42344,-83.1894,-219,-2501.7824
311759,结城友奈是勇者 -大满开之章-,3141,1005,-54022,299.051,419,-1121.9468
311784,纯白之音,5095,567,-104242,-1260.7959,-2192,-10145.8227
311809,無敵級*ビリーバー,665,259,26912,1080.1097,1633,5189.2266
312149,妖精的旋律,998,4560,0,0.0,0,0.0
312223,桃子男孩渡海而来,7480,753,-302257,-3663.2455,-5413,-29086.0072
312297,龙族,7292,309,-65336,-1642.4203,-2436,-9584.9257
312298,诛仙,5350,70,-7574,-446.5245,-701,-1808.6499
312310,一人之下4 出发！碧游村,2214,456,7856,858.4921,1413,3312.8645
312314,万圣街 第二季,2617,63,-4456,-234.2959,-390,-1006.5002
312427,室内足球少年!!!!!,7594,86,-51411,-2519.7599,-2915,-11078.8326
312537,大理寺日志 贰,1469,218,6136,449.6001,801,1741.4305
312629,非人哉 第二部分,1982,257,2680,520.2855,870,1720.3889
312700,伍六七之玄武国篇 上篇,2157,1551,4172,1407.6102,2206,6244.9511
312723,平稳世代的韦驮天们,839,3287,320169,3013.9514,5006,26699.3611
312958,公主连结 Re:Dive 第二季,7089,1701,-400050,-2525.0295,-4403,-26577.0963
312966,大贵族,6366,217,-58876,-1539.4837,-2538,-8932.7637
312979,体操武士,1909,947,64258,1453.4953,2556,9265.104
312982,大神小姐想被吃掉,6717,228,-75434,-1942.4825,-3146,-11372.3556
313599,斗罗大陆 第六部分 星斗献祭,5492,121,-21559,-887.3985,-1542,-4207.3235
313634,凡人修仙传之凡人风起天南 贰,2111,466,-6033,404.6745,626,1010.6194
313826,与魅魔的同居生活,5898,188,-32033,-1039.6494,-1646,-5486.0802
313827,她被他抱住的那天,6604,106,-29737,-1310.8416,-2001,-6047.5629
313828,色欲INFINITE,6942,139,-46407,-1911.5978,-2921,-9093.6975
313829,王女＆女騎士Ｗド下品露出～恥辱の見世物奴隷～,7110,149,-47957,-1868.2198,-2691,-9102.0768
313837,如果历史是一群喵 夏商西周篇,3262,116,0,0.0,0,0.0
313851,堀桑与宫村君,2493,1001,0,0.0,0,0.0
313852,街角魔族 2丁目,398,4068,428756,3263.1496,5376,30803.3243
313935,剑网3·侠肝义胆沈剑心 第三季（上卷）,1949,132,3009,251.5858,304,903.323
313936,剑网3·侠肝义胆沈剑心之长漂,2892,101,-7084,-222.4879,-445,-1220.5763
313937,画江湖之不良人 第四季,1202,186,6741,463.007,773,1797.2431
314163,再见了，我的克拉默,7266,291,-129768,-2664.5135,-4056,-17104.241
314169,电影 再见了，我的克拉默 First Touch,3410,56,-13531,-605.1066,-998,-2795.1082
314236,金星战记,3249,100,0,0.0,0,0.0
314242,樱花革命～花开时的少女们～,4431,90,-20479,-639.5838,-1047,-3507.6884
314253,偶像大师 灰姑娘女孩 星光舞台 5周年纪念「Go Just Go!」动画PV,3092,57,-12513,-534.8368,-880,-2528.6898
314312,成年人不懂如何恋爱！,6829,124,-59191,-2450.5798,-3573,-11609.084
314366,莎木,6059,126,-47876,-1686.5117,-2700,-8614.7924
314447,怪病医拉姆尼,6643,349,-115806,-2190.5258,-3549,-14549.2016
314480,洁白之蓝,6051,146,-29098,-1094.9301,-1801,-5410.792
314488,Praeter之伤,7511,115,-60436,-2561.2251,-3199,-12029.8231
314518,圣女的魔力是万能的,6431,909,-209105,-1913.256,-3324,-17587.4066
314638,让我聆听爱的歌声,4307,679,-59333,-73.0175,-176,-3288.4633
315026,银河英雄传说 Die Neue These 激突 第1章,915,378,52979,1605.1004,2680,8754.9253
315060,蔷薇王的葬列,6514,116,-44223,-1597.8901,-2656,-8088.7484
315069,堀与宫村,3049,5456,-270979,282.7777,579,-4429.6748
315084,サクガサク,4246,56,-14465,-563.938,-878,-2802.9183
315375,剧场版 刀剑神域 进击篇 无星之夜的咏叹调,1904,2337,40932,1392.8157,2484,8761.0803
315456,无限滑板,4091,1687,-136262,-161.7571,-250,-5684.8195
315490,BanG Dream! Episode of Roselia Ⅱ : Song I am.,2938,187,-7908,10.5206,-40,-477.6676
315516,水果篮子 最终季,1576,455,15394,625.5837,1163,3222.0724
315574,赛马娘 Pretty Derby 第二季,59,8112,1152037,4914.6472,7123,59831.2884
315744,宇崎学妹想要玩！ω,5484,810,-157745,-1626.3601,-2744,-13980.2645
315745,租借女友 第二季,6579,1265,-276537,-2340.5028,-3969,-21573.8267
315779,夏目友人帐 唤石者与怪异的访客,1784,561,9766,1017.922,1759,4375.8602
315804,八十龟酱观察日记 第三册,3870,57,-22725,-985.6169,-1788,-4630.1137
315898,生化危机：无尽黑暗,7483,236,-97173,-3022.9743,-4017,-16152.6686
316007,GOTCHA！,388,565,123089,3022.5068,4679,17780.9196
316037,记忆管理局,926,391,36259,1528.2262,2405,7248.5909
316042,浮気と本気 THE ANIMATION,6544,100,-28299,-1207.4241,-1668,-5653.8119
316044,生化危机：无尽黑暗,7483,236,0,0.0,0,0.0
316105,红白黑黄 第八季,7291,163,-60509,-1975.634,-2966,-10377.7515
316106,Eternity ～深夜的濡恋频道?～,7065,88,-54747,-2499.6805,-3516,-11372.22
316131,邪神与厨二病少女 X,4017,1739,-166524,-453.4426,-801,-8399.437
316182,少女前线 人型小剧场 第二季,5074,118,-20076,-736.8626,-1188,-3700.9517
316247,Re：从零开始的异世界生活 第二季 后半部分,854,5307,302305,2258.7006,4107,22465.4784
316264,青梅竹马绝对不会输的恋爱喜剧,7606,1424,-554662,-4746.7924,-6377,-43156.8291
316519,哥斯拉：奇点,3378,1625,-77847,612.5477,1276,-81.1345
316560,天降少女！～从2层落下了少女！？～,6377,690,0,0.0,0,0.0
316561,洗浴服务！～我和那家伙在女浴池！？～,5830,556,0,0.0,0,0.0
316575,Eternity ～深夜的濡恋频道?～,7065,88,0,0.0,0,0.0
316607,奇蛋物语,2871,6205,-146978,927.8105,1854,3321.8607
316703,成年人不懂如何恋爱！,6829,124,0,0.0,0,0.0
316795,幼女社长,6062,348,-99450,-1703.6329,-2920,-11958.0961
316861,黑客帝国动画版,207,1456,0,0.0,0,0.0
316957,影宅,3037,2040,-59922,671.2036,1127,1476.4568
317002,鬼灭之刃 那田蜘蛛山篇,2216,522,-11294,421.9424,722,745.4282
317042,理科生坠入情网故尝试证明[r=1-sinθ]?,7217,816,-256692,-2938.1049,-4619,-23863.2882
317275,月光下的异世界之旅,6243,1411,-292053,-2147.5818,-3638,-21339.9069
317338,天启日,4098,64,-10276,-538.9049,-838,-2307.6874
317613,辉夜大小姐想让我告白-超级浪漫-,61,9554,1365699,4817.6875,7106,64178.2252
317614,辉夜大小姐想让我告白？～天才们的恋爱头脑战～ OVA,2065,2246,29566,1488.9912,2485,9063.3791
317615,黑塔利亚 World★Stars,6001,145,-42222,-1471.7091,-2337,-7559.4655
317620,约定,5868,61,-27008,-1276.3932,-1904,-5723.1798
317653,十年分の私へ,4293,145,-30944,-768.1518,-1357,-4636.5019
317680,歌剧少女！！,597,1973,329023,3525.8727,5638,29340.5633
317691,极主夫道,5534,2116,-350248,-1621.7995,-2817,-20065.4778
317692,新罗马浴场,5117,132,-21974,-619.5115,-986,-3548.12
317693,天空侵犯,7080,625,-207694,-2910.5001,-4758,-21890.1707
317852,范马刃牙,4961,313,-54086,-982.3465,-1566,-6681.3346
317885,恋爱的白熊,5277,116,0,0.0,0,0.0
317956,对魔忍浅葱～被捕的肉人偶～,7015,74,-18582,-976.969,-1488,-4175.8917
317963,悪の女幹部フルムーンナイトR,5572,158,-24606,-894.4333,-1294,-4465.5342
317964,優等生 綾香のウラオモテ,5669,219,-35368,-1023.9201,-1566,-5643.714
317965,被母亲的朋友看到了自己自慰的场景。,6012,100,-20357,-1011.5559,-1492,-4404.5524
317969,图书室的女朋友,7548,186,-76361,-2546.4457,-3537,-13289.5825
317970,女骑士艾琳,6265,145,-22222,-879.1652,-1444,-4251.033
318227,指名！,5108,339,-58098,-925.75,-1699,-6774.4454
318261,盖塔机器人ARC,6495,161,-57654,-1992.2539,-3139,-10256.0723
318541,后空翻!!,3031,221,-7121,-28.1318,-69,-549.6664
318542,海岬的迷途之家,5885,148,-43777,-1227.7834,-1962,-6915.6259
318543,扶桑花之舞,5766,77,-29121,-1174.7913,-1697,-5664.9566
318599,狩火之王,5337,912,-123820,-1114.6272,-2210,-10227.9338
318602,暗夜第六感 2041,7123,109,-57381,-2166.2549,-3197,-10731.6442
318769,绫波丽，第一次的口红出镜,4151,342,-55507,-762.6135,-1508,-6056.1477
318870,教教我吧 北斋！,4225,52,-10052,-508.4382,-881,-2221.3325
318990,剧场版 刀剑神域 进击篇 无星之夜的咏叹调,1904,2337,0,0.0,0,0.0
